class;term;comment
independent continuant;Saanen, Malaysia (Goat);
independent continuant;Suchovy, Slovakia (Goose (domestic));
independent continuant;Devon Pack Horse, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Kemiroff, China (Pig);
independent continuant;Saanen, Malawi (Goat);
independent continuant;Domaća guska, Serbia (Goose (domestic));
independent continuant;Dartmoor Hill Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Kwangchow Wan, China (Pig);
independent continuant;Saanen, Mozambique (Goat);
independent continuant;Skånegås, Sweden (Goose (domestic));
independent continuant;Eriskay, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Jinhua, China (Pig);
independent continuant;Saanen, Mali (Goat);
independent continuant;siva gos, Slovenia (Goose (domestic));
independent continuant;Donkey, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Junmu I White, China (Pig);
independent continuant;Saanen, North Macedonia (Goat);
independent continuant;Likewu, Eswatini (Goose (domestic));
independent continuant;Saanen, Mexico (Goat);
independent continuant;Ölandsgås, Sweden (Goose (domestic));
independent continuant;Galloway Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Zaanen, Republic of Moldova (Goat);
independent continuant;Zwitserse Saanen geit, Netherlands (Goat);
independent continuant;Saanen, Nicaragua (Goat);
independent continuant;Saanen, Namibia (Goat);
independent continuant;Huang-Huai-Hai Black - Huai - Huainan, China (Pig);
independent continuant;Podkarpacka, Poland (Goose (domestic));
independent continuant;American Miniature Horse, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huang-Huai-Hai Black - Shenxian, China (Pig);
independent continuant;Alpine, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huang-huai-Hai Black - Huai - Wuan Bei, China (Pig);
independent continuant;Romańska, Poland (Goose (domestic));
independent continuant;Anglo-Arab, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huang-Huai-Hai Black - Huai - Zaozhu, China (Pig);
independent continuant;Pomorska, Poland (Goose (domestic));
independent continuant;Anglo European, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huang-Huai-Hai Black - Mashen, China (Pig);
independent continuant;Saanen, Sri Lanka (Goat);
independent continuant;Suwalska, Poland (Goose (domestic));
independent continuant;Bavarian Warmblood, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huazhong Two-End Black - Tongcheng, China (Pig);
independent continuant;Saanen, Saint Lucia (Goat);
independent continuant;Rypińska, Poland (Goose (domestic));
independent continuant;Barra Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huazhong Two-end Black - Jianli, China (Pig);
independent continuant;Saanen, Republic of Korea (Goat);
independent continuant;WD-02, Poland (Goose (domestic));
independent continuant;British Piebald, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huazhong Two-End Black, China (Pig);
independent continuant;Saanen, Kenya (Goat);
independent continuant;Słowacka, Poland (Goose (domestic));
independent continuant;British Falabella, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Huazhong Two-End Black - Shaziling, China (Pig);
independent continuant;Japanese Saanen, Japan (Goat);
independent continuant;Italian, Russian Federation (Goose (domestic));
independent continuant;British Show Horse, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Saanen, Jordan (Goat);
independent continuant;Zatorska ZD-1, Poland (Goose (domestic));
independent continuant;British Riding Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Hubei White, China (Pig);
independent continuant;Kuban, Russian Federation (Goose (domestic));
independent continuant;Saanen, Morocco (Goat);
independent continuant;Saanen, Latvia (Goat);
independent continuant;Zaanen, Lithuania (Goat);
independent continuant;Saanens, Lesotho (Goat);
independent continuant;Franches-Montagnes, France (Horse);
independent continuant;Hanzhong White, China (Pig);
independent continuant;Harbin White, China (Pig);
independent continuant;Biala Koludzka W33, Poland (Goose (domestic));
independent continuant;Loire, France (Horse);
independent continuant;Hainan - Wenchang, China (Pig);
independent continuant;Biala Koludzka, Poland (Goose (domestic));
independent continuant;Henson, France (Horse);
independent continuant;Hang, China (Pig);
independent continuant;Saanen, India (Goat);
independent continuant;Garbonosa, Poland (Goose (domestic));
independent continuant;Mulassier du Poitou, France (Horse);
independent continuant;Huai, China (Pig);
independent continuant;Saanen, Indonesia (Goat);
independent continuant;Biłgorajska, Poland (Goose (domestic));
independent continuant;Maine, France (Horse);
independent continuant;Huang-Huai-Hai Black, China (Pig);
independent continuant;Saanen, Hungary (Goat);
independent continuant;Kartuska, Poland (Goose (domestic));
independent continuant;Poitevin, France (Horse);
independent continuant;Hexi, China (Pig);
independent continuant;Saanen goat, Croatia (Goat);
independent continuant;Gorkowska, Poland (Goose (domestic));
independent continuant;Nivernais, France (Horse);
independent continuant;Hongqiao, China (Pig);
independent continuant;Saanen, Honduras (Goat);
independent continuant;Kubańska, Poland (Goose (domestic));
independent continuant;Saône-et-Loire, France (Horse);
independent continuant;Kielecka, Poland (Goose (domestic));
independent continuant;Poney français de selle, France (Horse);
independent continuant;ND-12, Poland (Goose (domestic));
independent continuant;Huang-Huai-Hai Black - Hetao Lop-Ear, China (Pig);
independent continuant;Lubelska, Poland (Goose (domestic));
independent continuant;Færøsk hest, Faroe Islands (Horse);
independent continuant;Huang-Huai-Hai Black - Huai - Huaibei, China (Pig);
independent continuant;Philippine Domestic Goose, Philippines (Goose (domestic));
independent continuant;Saanen, Jamaica (Goat);
independent continuant;Saanen, Italy (Goat);
independent continuant;Israeli Saanen, Israel (Goat);
independent continuant;Saanen, Iraq (Goat);
independent continuant;Saanen, Ireland (Goat);
independent continuant;Embrapa MS 115, Brazil (Pig);
independent continuant;Embrapa MS 60, Brazil (Pig);
independent continuant;Embrapa MO 25C, Brazil (Pig);
independent continuant;Nilo, Brazil (Pig);
independent continuant;Piau, Brazil (Pig);
independent continuant;Monteiro, Brazil (Pig);
independent continuant;Moura, Brazil (Pig);
independent continuant;Canastrão, Brazil (Pig);
independent continuant;Caruncho, Brazil (Pig);
independent continuant;Criollo, Bolivia (Plurinational State of) (Pig);
independent continuant;Canastra, Brazil (Pig);
independent continuant;Belorussion Large White, Belarus (Pig);
independent continuant;Belorusskaya Chernopestraya, Belarus (Pig);
independent continuant;Polesskaya, Belarus (Pig);
independent continuant;Creole, Belize (Pig);
independent continuant;Chausy, Belarus (Pig);
independent continuant;Chernopestraya slutskaya porodnaya gruppa, Belarus (Pig);
independent continuant;Siska, Bosnia and Herzegovina (Pig);
independent continuant;Belorussian Commercial Hybrid, Belarus (Pig);
independent continuant;East Balkan Swine, Bulgaria (Pig);
independent continuant;Motley Derman, Bulgaria (Pig);
independent continuant;Belorussian Meat Pig, Belarus (Pig);
independent continuant;Belgisch Landras stressbestendig, Belgium (Pig);
independent continuant;Bulgarian White, Bulgaria (Pig);
independent continuant;Danube White, Bulgaria (Pig);
independent continuant;Local Pig of Benin, Benin (Pig);
independent continuant;local africain, Benin (Pig);
independent continuant;Savanna, Namibia (Goat);
independent continuant;Criollo, Cuba (Guinea fowl);
independent continuant;Savanna, Brazil (Goat);
independent continuant;Pintades du Cameroun, Cameroon (Guinea fowl);
independent continuant;San Clemente, Canada (Goat);
independent continuant;Perlhühner, Germany (Guinea fowl);
independent continuant;Sahelian, Togo (Goat);
independent continuant;Pechiblanco, Cuba (Guinea fowl);
independent continuant;Galore, Ghana (Guinea fowl);
independent continuant;Perle noire, France (Guinea fowl);
independent continuant;Numida Meleagris Galeata Pallas, Ghana (Guinea fowl);
independent continuant;Local Ghanaian White Breasted Guineafowl, Ghana (Guinea fowl);
independent continuant;Djaoulés, Guinea (Guinea fowl);
independent continuant;Skopelos, Greece (Goat);
independent continuant;Sinai, Israel (Goat);
independent continuant;Black Sinai, Egypt (Goat);
independent continuant;Baladi Egyptian, Egypt (Goat);
independent continuant;Hassan, Eritrea (Goat);
independent continuant;Savanna, South Africa (Goat);
independent continuant;Local Guineafowl of Côte d'Ivoire, Côte d'Ivoire (Guinea fowl);
independent continuant;Arab, Iran (Islamic Republic of) (Goat);
independent continuant;Azul, Cuba (Guinea fowl);
independent continuant;Sahelian, Ghana (Goat);
independent continuant;Purple Guinea Fowl, Antigua and Barbuda (Guinea fowl);
independent continuant;Sahelian, Algeria (Goat);
independent continuant;White Guineafowl, Mali (Guinea fowl);
independent continuant;Blanco, Cuba (Guinea fowl);
independent continuant;Burkina Faso Guineafowl, Burkina Faso (Guinea fowl);
independent continuant;Parelhoen, Belgium (Guinea fowl);
independent continuant;Pintade du Centre, Burkina Faso (Guinea fowl);
independent continuant;Grosse Pintade de Dori, Burkina Faso (Guinea fowl);
independent continuant;Numida Meleagris, China (Guinea fowl);
independent continuant;Chèvre du Sahel, Chad (Goat);
independent continuant;Indigenous, Bangladesh (Guinea fowl);
independent continuant;Arab, Chad (Goat);
independent continuant;Somali Arab, Somalia (Goat);
independent continuant;Chèvre du Sahel, Senegal (Goat);
independent continuant;Sahel, Mauritania (Goat);
independent continuant;Arabia, Mauritania (Goat);
independent continuant;Sahelian, Mali (Goat);
independent continuant;Saanen, Viet Nam (Goat);
independent continuant;Gris, Cuba (Guinea fowl);
independent continuant;Sport Pony, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Saanen, Venezuela (Bolivarian Republic of) (Goat);
independent continuant;Sport Horse, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Pintade Zabako, Niger (Guinea fowl);
independent continuant;Standard Bred Trotting Horse, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Grey Guineafowl, Mali (Guinea fowl);
independent continuant;Spotted, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Grey, Uzbekistan (Guinea fowl);
independent continuant;Tiree, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Gallina de Guinea, Uruguay (Guinea fowl);
independent continuant;Thoroughbred, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Helmeted Guinea Fowl, Zambia (Guinea fowl);
independent continuant;Vardy, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Helmet Guinea Fowl, Japan (Guinea fowl);
independent continuant;Traditional Gypsy Cob, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Arabe, Algeria (Goat);
independent continuant;Pearl Guinea Fowl, Malawi (Guinea fowl);
independent continuant;Wels, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Chèvre du Sahel, Central African Republic (Goat);
independent continuant;Pearl Guinea Fowl, Antigua and Barbuda (Guinea fowl);
independent continuant;Warmblood British Warmblood, United Kingdom of Great Britain and Northern Ireland (Horse);
independent continuant;Sahelian, Burkina Faso (Goat);
independent continuant;Chèvre du Sahel Burkinabé, Burkina Faso (Goat);
independent continuant;Guinea Fowl, Serbia (Guinea fowl);
independent continuant;Sahelian, Benin (Goat);
independent continuant;Saanen, Zimbabwe (Goat);
independent continuant;Saanen, Zambia (Goat);
independent continuant;Saanen, South Africa (Goat);
independent continuant;Saanen, El Salvador (Goat);
independent continuant;Lundy, United Kingdom of Great Britain and Northern Ireland (Horse);
