class;term;comment
material entity;vascular leaf anlagen;A phyllome anlagen (PO:0025430) that will give rise to a vascular leaf primordium (PO:0000017) and is part of a peripheral zone (PO:0000225) of a shoot apical meristem (PO:0020148).
material entity;late wood;A portion of secondary xylem (PO:0005848) that is a part of a growth ring (PO:0004514) formed during the later part of a growing season, has higher density than early wood (PO:0004515) of the same growth ring, and has as parts late wood tracheary elements (PO:0025462) with generally smaller lumens than the early wood tracheary elements (PO:0025461) of the same growth ring.
material entity;petiole vascular bundle;A vascular bundle (PO:0005020) that is part of a petiole vascular system (PO:0000052).
material entity;early wood;A portion of secondary xylem (PO:0005848) that is a part of a growth ring (PO:0004514) formed during the early part of a growing season, has lower density than late wood (PO:0004516) of the same growth ring, and has as parts early wood tracheary elements (PO:0025461) with generally larger lumens than the late wood tracheary elements (PO:0025462) of the same growth ring.
material entity;root anlagen;A portion of meristem tissue (PO:0009013) that is committed to the development of a root primordium (PO:0005029).
process;pollen development stage;A microgametophyte development stage (PO:0025602) during which the pollen (PO:0025281) develops.
material entity;root cork cambium;A cork cambium (PO:0005599) that is part of a root (PO:0009005).
process;B enlarged microsporocyte stage;Stage during which the microsporocytes become conspicuous.
material entity;shoot axis cork cambium;A cork cambium (PO:0005599) that is part of a shoot axis (PO:0025029).
process;A archesporial cells visible stage;An initial stage during which archesporial cells arise in four corners of L2 layer. Change in shape of primordia to more oval.
material entity;heartwood;A portion of secondary xylem (PO:0005848) that lacks living secondary xylem parenchyma cells (PO:0004525).
material entity;root vascular cambium;A vascular cambium (PO:0005598) that is part of a root (PO:0009005).
process;anther development stage;Stages of development of the anther defined by characteristic morphological, cytological, histological or other visible features.
material entity;seed trichome;A trichome that develops from seed coat epidermis.
material entity;shoot axis vascular cambium;A vascular cambium (PO:0005598) that is part of a shoot axis (PO:0025029).
material entity;cambial zone;A cardinal organ part (PO:0025001) that is part of a plant axis (PO:0025004) and has as parts a cambium (PO:0005597) and adjacent cells.
process;D pollen mother cell meiosis stage;Stage during which pollen mother cells undergo meiosis to form tetrads of microspores.
process;C callose wall formation in pollen mother cells stage;Stage during which diploid pollen mother cells become separated from each other and from tapetum by a callose wall.
material entity;bark;A portion of plant tissue (PO:0009007) outside the vascular cambium (PO:0005598) or the xylem (PO:0005352). in older trees may be divided into dead outer bark and living inner bark, which consists of secondary phloem (PO:0005043).
material entity;primary xylem;A portion of xylem (PO:0005352) tissue that develops from the procambium (PO:0025275).
material entity;growth ring boundary;A portion of secondary xylem (PO:0005848) that includes the last-formed late wood (PO:0004516) of one growth ring (PO:0004514) and the earliest-formed early wood (PO:0004515) of the next growth ring.
material entity;secondary xylem;A portion of xylem (PO:0005352) tissue that develops from a vascular cambium (PO:0005598).
material entity;phloem fiber cell;A fiber cell (PO:0025407) that is part of a portion of phloem (PO:0005417) tissue.
material entity;phyllome anlagen;A portion of meristem tissue (PO:0009013) that is part of a peripheral zone (PO:0000225) of a shoot apical meristem (PO:0020148) and will give rise to a phyllome primordium (PO:0025128).
material entity;root lateral meristem;A lateral meristem (PO:0020145) that is part of a root (PO:0009005).
material entity;aerial tuber axillary bud meristem;A tuber axillary bud meristem that is part of an aerial tuber.
material entity;tassel spikelet;A spikelet (PO:0009051) that is part of the tassel inflorescence (PO:0020126) and bears tassel florets (PO:0006310) at maturity.
material entity;shoot axis tuber axillary bud meristem;An axillary bud meristem (PO:0000232) that is part of a shoot axis tuber (PO:0004543).
process;formation of aleurone and starchy layers stage;Differentiation of aleurone layer, the outermost endosperm tissue, and the internal starchy tissue.
material entity;root procambium;A portion of procambium (PO:0025275) tissue that undergoes differentiation to form the primary vascular tissue (PO:0025408) of a root (PO:0009005).
process;endosperm development stage;Stages of development of the endosperm.
process;plant embryo coleoptilar stage;A plant embryo development stage (PO:0007631) that occurs during the interval between the beginning of elongation of the plant embryo axis (PO:0019018), with the formation of a plant embryo coleoptile (PO:0025286), a plant embryo shoot apical meristem (PO:0006362) and root apical meristem (PO:0020147), and ends with the onset of a plant embryo true leaf formation stage (PO:0001095), when present, or a mature plant embryo stage (PO:0001081).
process;plant embryo development stage;A sporophyte vegetative stage (PO:0007134) that occurs during the interval between the first cell division of a plant zygote (PO:0000423) and one of the following: the beginning of the seed germination stage (PO:0007057) in seed plants, formation of the first vascular leaf (PO:0009025) in pteridophytes, the beginning of development of a sporangium (PO:0025094) in bryophytes, or the beginning of the formation of a plant organ (PO:0009008) such as a root (PO:0009005), shoot axis (PO:0025029), or vascular leaf (PO:0009025) in a cultured plant embryo (PO:0000010).
material entity;tuber perimedullary zone;A perimedullary zone (PO:0025058) that is part of a tuber pith (PO:0025052).
process;seed maturation stage;Stage during which the seed storage products (storage proteins, lipids and starch) are being accumulated, either in the cotyledons or in the endosperm. Also, LEA proteins are accumulated and subsequently, a desiccation tolerant state is reached at the end of this stage.
material entity;lamina;A cardinal part of multi-tissue plant structure (PO:0025498) that is thin and flat.
material entity;subterranean tuber perimedullary zone;A tuber perimedullary zone that is part of a subterranean tuber pith.
material entity;aerial tuber perimedullary zone;A tuber perimedullary zone that is part of an aerial tuber pith.
material entity;root perimedullary zone;A perimedullary zone that is part of a root pith.
process;plant zygote stage;A sporophyte development stage (PO:0007134) that occurs during the interval between fertilization and the first cell division of the plant zygote (PO:0000423).
material entity;shoot axis perimedullary zone;A perimedullary zone (PO:0025058) that is part of a shoot axis pith (PO:0005041).
