class;term;comment
process;fouling;A material accumulation process during which material builds up on a solid surface such that a function of that surface, or the object it is a part of, is impaired.
quality;pressure of air;The pressure of some air.
material entity;marine neritic benthic zone biome;The marine neritic zone biome comprises sea floor from the high tide mark to a continental shelf break. This zone generally extends to 200 m below average sea level.
material entity;desert;A landform which has been rendered barren or partially barren by environmental extremes, especially by low rainfall, and which loses more liquid water by evapotranspiration than is supplied by precipitation.
process;adsorption;A material accumulation process during which material adheres to a solid or liquid surface.
quality;temperature of soil;The temperature of some soil.
material entity;marine bathyal zone biome;The marine bathyal zone biome comprises regions of the marine benthic biome between approximately 200 m and 3000 m depth. This zone generally coincides with the continental slope.
fiat object;volcanic crater zone;The site which is located in a volcanic crater.
process;ingestion;A feeding behavior during which material is taken into the body of an organism.
quality;wetness of soil;The wetness of some soil.
quality;temperature of water;The temperature of some water.
quality;humidity of soil;The humidity of some soil.
quality;conductivity of soil;The conductivity of some soil.
quality;composition of water;The composition of some water.
quality;conductivity of water;The conductivity of some water.
material entity;marine hydrothermal vent biome;The marine hydrothermal vent biome comprises regions of the marine benthic biome where heat generated due to tectonic activity, either at divergent plate boundaries or convergent ocean plates where back-arc spreading occurs, is released or 'vented' to the surface. The resultant high temperature water jets are laden with dissolved metals and minerals.
