class;term;comment
material entity;ICEKpn911021-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn911021-1
material entity;ICEKpnINF274-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnINF274-1
material entity;ICEKpnBA33875-1 AM;the accessory module of ICE ICEKpnBA33875-1
material entity;ICEKpnINF274-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnINF274-1
material entity;ICEKpnBA33875-1 RM;the regulation module of ICE ICEKpnBA33875-1
material entity;ICEMlSym(NZP2037)-gamma AM;the accessory module of ICE ICEMlSym(NZP2037)-gamma.
material entity;ICEKpnBA33875-1 CM;the conjugation module of ICE ICEKpnBA33875-1
material entity;ICEKpnBA33875-1 IEM;the integration and excision module of ICE ICEKpnBA33875-1
material entity;ICEMlSym(NZP2037)-gamma CM;the conjugation module of ICE ICEMlSym(NZP2037)-gamma.
material entity;ICEMlSym(NZP2037)-gamma RM;the regulation module of ICE ICEMlSym(NZP2037)-gamma.
material entity;ICEMlSym(NZP2037)-gamma IEM;the integration and excision module of ICE ICEMlSym(NZP2037)-gamma.
material entity;ICEKpnST101:960186733-1 AM;the accessory module of ICE ICEKpnST101:960186733-1
material entity;ICEKpnST101:960186733-1 IEM;the integration and excision module of ICE ICEKpnST101:960186733-1
material entity;ICEKpnST101:960186733-1 RM;the regulation module of ICE ICEKpnST101:960186733-1
material entity;ICEKpnST101:960186733-1 CM;the conjugation module of ICE ICEKpnST101:960186733-1
material entity;ICE6094 CM;the conjugation module of ICE ICE6094.
material entity;ICE6094 IEM;the integration and excision module of ICE ICE6094.
material entity;ICE6094 AM;the accessory module of ICE ICE6094.
material entity;ICE6094 RM;the regulation module of ICE ICE6094.
material entity;ICEKpnAR 0113-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnAR 0113-1
material entity;ICEKpnLS357-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnLS357-2
material entity;ICEKpnLS357-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnLS357-2
material entity;ICEKpnAR 0113-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnAR 0113-1
material entity;ICEKpnAUSMDU00003562-1 AM;the accessory module of ICE ICEKpnAUSMDU00003562-1
material entity;ICEKpnKp Goe 821588-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKp Goe 821588-1
material entity;ICEKpnKp Goe 821588-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKp Goe 821588-1
material entity;ICEKpnAUSMDU00003562-1 CM;the conjugation module of ICE ICEKpnAUSMDU00003562-1
material entity;ICEKpnKP9-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKP9-1
material entity;ICEKpnAUSMDU00003562-1 RM;the regulation module of ICE ICEKpnAUSMDU00003562-1
material entity;ICEKpnAUSMDU00003562-1 IEM;the integration and excision module of ICE ICEKpnAUSMDU00003562-1
material entity;ICEKpnKP9-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKP9-1
material entity;ICEKpn1084-1 AM;the accessory module of ICE ICEKpn1084-1
material entity;ICEKpnKPNIH45-1 CM;the conjugation module of ICE ICEKpnKPNIH45-1
material entity;ICEKpn1084-1 RM;the regulation module of ICE ICEKpn1084-1
material entity;ICEKpnKPNIH45-1 IEM;the integration and excision module of ICE ICEKpnKPNIH45-1
material entity;ICEKpn1084-1 CM;the conjugation module of ICE ICEKpn1084-1
material entity;ICEKpnKPNIH45-1 AM;the accessory module of ICE ICEKpnKPNIH45-1
material entity;ICEKpn1084-1 IEM;the integration and excision module of ICE ICEKpn1084-1
material entity;ICEKpnKPNIH45-1 RM;the regulation module of ICE ICEKpnKPNIH45-1
material entity;ICESau22034 RM;the regulation module of ICE ICESau22034.
material entity;ICESau22034 CM;the conjugation module of ICE ICESau22034.
material entity;ICESau22034 AM;the accessory module of ICE ICESau22034.
material entity;ICESau22034 IEM;the integration and excision module of ICE ICESau22034.
material entity;ICEKpnAR438-1 CM;the conjugation module of ICE ICEKpnAR438-1
material entity;ICEKpnAR438-1 IEM;the integration and excision module of ICE ICEKpnAR438-1
material entity;Tn925 AM;the accessory module of ICE Tn925.
material entity;ICEKpnAR438-1 AM;the accessory module of ICE ICEKpnAR438-1
material entity;ICEKpnAR438-1 RM;the regulation module of ICE ICEKpnAR438-1
material entity;Tn925 IEM;the integration and excision module of ICE Tn925.
material entity;Tn925 CM;the conjugation module of ICE Tn925.
material entity;Tn925 RM;the regulation module of ICE Tn925.
material entity;ICEKpnBK13043-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnBK13043-1
material entity;ICEKpnBK13043-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnBK13043-1
material entity;ICEHpyP12-1 AM;the accessory module of ICE ICEHpyP12-1.
material entity;ICEHpyP12-1 RM;the regulation module of ICE ICEHpyP12-1.
material entity;ICEHpyP12-1 CM;the conjugation module of ICE ICEHpyP12-1.
material entity;ICEHpyP12-1 IEM;the integration and excision module of ICE ICEHpyP12-1.
material entity;ICEVchBan3 AM;the accessory module of ICE ICEVchBan3.
material entity;ICEVchBan3 RM;the regulation module of ICE ICEVchBan3.
material entity;ICEVchBan3 CM;the conjugation module of ICE ICEVchBan3.
material entity;ICEVchBan3 IEM;the integration and excision module of ICE ICEVchBan3.
material entity;ICEKpnAR 0115-1 IEM;the integration and excision module of ICE ICEKpnAR 0115-1
material entity;ICEKpnNH34-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnNH34-1
material entity;ICEKpnNH34-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnNH34-1
material entity;ICEKpnAR 0115-1 AM;the accessory module of ICE ICEKpnAR 0115-1
material entity;ICEKpnAR 0115-1 RM;the regulation module of ICE ICEKpnAR 0115-1
material entity;ICEKpnAR 0115-1 CM;the conjugation module of ICE ICEKpnAR 0115-1
material entity;ICESau7611280 IEM;the integration and excision module of ICE ICESau7611280.
material entity;ICEKpnPMK1-1;
material entity;ICEKpnKPR0928-1;
material entity;ICEKpnKPNIH1-1;
material entity;ICEKpnKPNIH24-1;
material entity;ICEKpnKPNIH10-1;
material entity;ICEKpn30660/NJST258 1-1;
material entity;ICEKpn30684/NJST258 2-1;
material entity;ICEKpn11-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpn11-1
material entity;ICEKpnHK787-1;
material entity;ICEKpn11-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpn11-1
role;origin of transfer role;A role played by a material entity that contains a conserved nick region (flanking the nic site) and variable numbers of inverted repeats (IRs) and served as origin site of transfer.
material entity;ICEKpn1158-1;
material entity;ICEKpnK2606-1 IEM;the integration and excision module of ICE ICEKpnK2606-1
role;recombination attachment site role;A role played by a short DNA sequence that recombinases recognize, bind to and then cleave the DNA backbone, exchange the two DNA helices involved and rejoin the DNA strands.
material entity;ICEKpnATCCBAA-2146-1;
material entity;ICESau7611280 AM;the accessory module of ICE ICESau7611280.
material entity;ICEKpnK2606-1 RM;the regulation module of ICE ICEKpnK2606-1
material entity;ICEKpnK2606-1 CM;the conjugation module of ICE ICEKpnK2606-1
role;integrase role;A role played by a protein that mediates an exchange reaction between two DNA templates and results in integration of DNA from one of the templates into the other.
material entity;ICESau7611280 CM;the conjugation module of ICE ICESau7611280.
material entity;ICEKpnKSH203-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnKSH203-1
material entity;ICESau7611280 RM;the regulation module of ICE ICESau7611280.
material entity;ICEKpnKSH203-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnKSH203-1
material entity;ICEKpnK2606-1 AM;the accessory module of ICE ICEKpnK2606-1
material entity;ICEKpnKLP268-1 AM;the accessory module of ICE ICEKpnKLP268-1
material entity;ICEKpnKLP268-1 RM;the regulation module of ICE ICEKpnKLP268-1
material entity;ICEKpnAR 0146-2 AM;the accessory module of ICE ICEKpnAR 0146-2
material entity;ICEKpnKLP268-1 CM;the conjugation module of ICE ICEKpnKLP268-1
material entity;ICEKpnKLP268-1 IEM;the integration and excision module of ICE ICEKpnKLP268-1
material entity;ICEKpnFDAARGOS 566-1 IEM;the integration and excision module of ICE ICEKpnFDAARGOS 566-1
material entity;ICEKpnFDAARGOS 566-1 CM;the conjugation module of ICE ICEKpnFDAARGOS 566-1
material entity;ICEKpnJUNP254-1;
material entity;ICEKpnGSU10-3DNA-1;
material entity;ICEKpnJM45-1;
material entity;ICEKpn1084-2;
material entity;ICEKpnFDAARGOS 566-1 RM;the regulation module of ICE ICEKpnFDAARGOS 566-1
material entity;ICEKpn1084-1;
material entity;ICEKpnFDAARGOS 566-1 AM;the accessory module of ICE ICEKpnFDAARGOS 566-1
material entity;Bacteroides fragilis 86-5443-2-2;
material entity;ICEKpnHS11286-2;
material entity;Clostridium difficile strain CII7;
material entity;ICEKpnHS11286-1;
role;type IV secretion system gene component role;A role played by a gene that encodes a protein which is part of T4SS (a cell envelope-spanning complexes that form a channel through which DNA and proteins can travel from the cytoplasm of the donor cell to the cytoplasm of the recipient cell. )
material entity;ICEKpnNTUH-K2044-2;
material entity;ICEKpnAR 0146-2 IEM;the integration and excision module of ICE ICEKpnAR 0146-2
material entity;Shewanella putrefaciens W3-18-1;
material entity;ICEKpnNTUH-K2044-1;
material entity;Amycolatopsis mediterranei LBG A3136;
material entity;ICEKpnKP18-2079-1;
material entity;ICEKpnAR 0146-2 RM;the regulation module of ICE ICEKpnAR 0146-2
material entity;Proteus vulgaris 08MAS2213;
material entity;ICEKpnAR 0146-2 CM;the conjugation module of ICE ICEKpnAR 0146-2
role;T4SS ATPase role;a role played by a protein that energizes the T4SS system from the cytoplasm and drives the complex assembly and substrate translocation through the channel.
material entity;ICEKpnMNCRE69-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnMNCRE69-2
material entity;ICEKpnWCHKP3-1 IEM;the integration and excision module of ICE ICEKpnWCHKP3-1
material entity;ICEKpnWCHKP3-1 CM;the conjugation module of ICE ICEKpnWCHKP3-1
material entity;ICEKpnWCHKP3-1 RM;the regulation module of ICE ICEKpnWCHKP3-1
material entity;ICEKpnWCHKP3-1 AM;the accessory module of ICE ICEKpnWCHKP3-1
material entity;ICEKpnFDAARGOS 566-1 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnFDAARGOS 566-1
material entity;ICEKpnFDAARGOS 566-1 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnFDAARGOS 566-1
material entity;ICEKpnKPC160125-2;
material entity;ICEKpnKPC160125-1;
material entity;ICEKpnKPC160117-1;
material entity;ICEKpnKPC160121-1;
material entity;ICEKpnKPC160132-1;
material entity;ICEKpn6-1;
material entity;Proteus mirabilis JN14;
material entity;ICEKpnL201-1;
material entity;ICEKpnRJF999-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnRJF999-2
material entity;ICEKpnMNCRE69-2 IEM for integration;The set of gene and non-gene sequence responsible for the DNA integration process in the integration and excision module of ICE ICEKpnMNCRE69-2
role;type IV coupling protein role;a role played by a protein which links translocating substrates to the transenvelope secretion conduit.
material entity;ICEKpnRJF999-2 IEM for excision;The set of gene and non-gene sequence responsible for the DNA excision process in the integration and excision module of ICE ICEKpnRJF999-2
material entity;Proteus mirabilis TJ3335;
role;conjugation module component role;a role played by a material entity that often involves in the conjugal process.
material entity;ICEBs1 RM;the regulation module of ICE ICEBs1.
material entity;ICEVchMoz8 CM;the conjugation module of ICE ICEVchMoz8.
material entity;ICEBs1 AM;the accessory module of ICE ICEBs1.
material entity;ICEVchMoz8 IEM;the integration and excision module of ICE ICEVchMoz8.
material entity;ICEBs1 IEM;the integration and excision module of ICE ICEBs1.
material entity;ICEVchMoz8 AM;the accessory module of ICE ICEVchMoz8.
material entity;ICEBs1 CM;the conjugation module of ICE ICEBs1.
material entity;ICEVchMoz8 RM;the regulation module of ICE ICEVchMoz8.
material entity;ICEKpnKPR0928-1 CM;the conjugation module of ICE ICEKpnKPR0928-1
material entity;ICEKpnKp Goe 71070-1 CM;the conjugation module of ICE ICEKpnKp Goe 71070-1
material entity;ICEKpnKPR0928-1 IEM;the integration and excision module of ICE ICEKpnKPR0928-1
